,0,1,2,3,4,5,6,7,8,9
0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
3,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
4,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
5,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
6,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
7,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
8,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
9,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
10,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
11,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
12,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
13,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
14,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
15,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
16,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
17,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
18,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
19,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
20,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
21,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
22,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
23,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
24,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
25,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
26,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
27,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
